web-scraper-order,web-scraper-start-url,aircraft_type,aircraft_type-href,aircraft_comments
"1612887377-16738","https://www.seatguru.com/airlines/Lufthansa/information.php","Boeing 747-8 (748)","https://www.seatguru.com/airlines/Lufthansa/Lufthansa_Boeing_747_8_V3.php","FRA-EWR seat 85H, upper deck.
Why LH chose the two-seat side-by-side arrangement in business class is beyond me. They should have joined their Star Alliance partners and gone for single seats when they upgraded business class a few years ago. In the middle rows on the A330, A340 and A380 as well as on the upper deck on the B747-8 they've even chosen to angle the foot end of the two-seater in towards each other so both share a rather narrow space with a flimsy divider in between. This is due to space restrictions. That said, the seats themselves are very comfortable and the service impeccable. The problem is of course that your co-traveller in the window seat has to climb over your legs when you're sleeping which can easily disturb you. In the outermost (window) rows of these aircrafts the seats are aligned parallell to each other. Another peculiarity in the LH seat is that apart from the seat control itself, all other functions such as light, attendant call etc. are hidden under the foldable armrest. That means you have to get rid of whatever glasses, books etc. you've placed next to you in order to open the lid and press the buttons. Strange. On the plus side, the seat is, as mentioned, very confortable. I'm 195/6'5 and slept very well indeed. As for the B747-8 itself, it's a bit more noisy than expected, especially as speed picks up you notice an increase in the airflow induced noise. This might be better downstairs, I don't know. Perhaps the grand old lady is starting to show her 1960's basic design, but compared to the  A380 and even quieter A340-600 it's a marked difference for the worse. Given a choise I would take the A340-600 any day."
"1612887565-19903","https://www.seatguru.com/airlines/British_Airways/information.php","Boeing 777-300 (773)","https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_777_300.php","I paid extra to sit with my wife in seats 49J and 49K when we flew to Japan (haneda). For a 12 hour flight the seats are very comfortable and have ample leg room - I am 6'2"" and it was fine. People did not seem to congregate around the aisle very much and I found it easy to relax and enjoy the flight. In-flight food and drinks were very good and the flight attendants were all very helpfull."
"1612887514-19150","https://www.seatguru.com/airlines/Air_France/information.php","Airbus A380-800 (380)","https://www.seatguru.com/airlines/Air_France/Air_France_Airbus_A380_V2.php","11A was a terrible seat. Yes, there is extra leg room. But, it's not worth putting up with the galley light for the entire trip. Or the close proximity to the lavatories."
"1612887559-19638","https://www.seatguru.com/airlines/British_Airways/information.php","Boeing 787-9 (789)","https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_787-9.php","An earlier reviewer suggested this seat does not recline, this in incorrect. I had no such issue on my recent flight. All the back row seats fully recline."
"1612887441-18014","https://www.seatguru.com/airlines/American_Airlines/information.php","Airbus A321 (321) Layout 1","https://www.seatguru.com/airlines/American_Airlines/American_Airlines_Airbus_A321_V2.php","exit row with unbelievable leg room.  The seats themselves are slightly narrower (if possible) than a normal coach seat.  Tight seat or leg room - your trade off."
"1612887614-21701","https://www.seatguru.com/airlines/Delta_Airlines/information.php","McDonnell Douglas MD-88 (M88)","https://www.seatguru.com/airlines/Delta_Airlines/Delta_Airlines_MD-88_2.php","Worst flight ever.  I am 6 feet tall, 170 lbs. I fly 20-30 flights/year.  I did NOT fit in this seat.  The distance from the back of the seat to the tray table did not accommodate the length of my legs and I was forced to sit at an angle for 3 hours.  Super uncomfortable.  Again, worst plane ride ever."
"1612887439-17959","https://www.seatguru.com/airlines/American_Airlines/information.php","Airbus A321 (321) Layout 2","https://www.seatguru.com/airlines/American_Airlines/American_Airlines_Airbus_A321_V3.php","Terrible seat for First Class, same for the remaining 15 seats. Hard, minimum recline for First Class, no entertainment at all, no electrical outlets, no pillows considering we were flying overnight from LAX to CLT. The 32Bs we flew from KOA-LAX was excellent in every way in comparison."
"1612887618-21780","https://www.seatguru.com/airlines/Delta_Airlines/information.php","Embraer E-175 (E75) Layout 1","https://www.seatguru.com/airlines/Delta_Airlines/Delta_Airlines_Embraer_ERJ-175.php","The Delta shuttle flight was great. My seat, though an economy class configuration, felt comfortable for the ride and appeared new. I enjoyed the layout of the cabin and had plenty of space for my carry on in the overhead bin despite having less room on an Embraer. I would recommend this flight for short-haul distances."
"1612887561-19848","https://www.seatguru.com/airlines/British_Airways/information.php","Boeing 787-8 (788)","https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_787-8.php","We took advantage of an inexpensive opportunity to upgrade to Club World on a recent AUS-LHR flight, and I have to say that we came away disappointed.  First, I'm 6'5"", so the 72"" pitch was pretty worthless, and the surprisingly narrow (for business class) seats made finding a comfortable position for sleep pretty much impossible.   Second, once the passengers in 2D and 2F put their feet up, you are forced to climb over them if you want to get out to use the WC or grab a snack.   IMO all of the center seats should be marked ""caution"" for these reason.   

There is no overhead storage for 1D-E-F (you have to stow over 1B) and very little space to stow things in your ""cube"".   There is no air control; the headrest does not raise or reposition.   

I'm at a loss to understand how BA could order a new plane with so many design compromises.   Our flight back will be in premium economy and I'm already dreading having to troop all the way to the back of the plane to use the toilet - but there's no way I'd pay to upgrade to Club World in this configuration again."
"1612887582-20662","https://www.seatguru.com/airlines/British_Airways/information.php","Airbus A380-800 (388)","https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A380_new.php","Absolutely cramped seat, no leg room or foot space. Miserable for tall person."
"1612887451-18512","https://www.seatguru.com/airlines/American_Airlines/information.php","Boeing 777-300ER (77W)","https://www.seatguru.com/airlines/American_Airlines/American_Airlines_777-300_ER.php","Flew seat 8J from LAX to SYD.  Tremendous seat, no problems with foot traffic, noise, or light.  Great food and managed to sleep for about 6 hours. AA 77W must be the best business class seat out there."
"1612887383-16897","https://www.seatguru.com/airlines/Lufthansa/information.php","Airbus A380-800 (388)","https://www.seatguru.com/airlines/Lufthansa/Lufthansa_Airbus_A380_V3.php","The exit of the a/c is right above the seat, catched a cold during the flight from FRA to IAH. Not recommended at all."
"1612887565-19905","https://www.seatguru.com/airlines/British_Airways/information.php","Boeing 777-300 (773)","https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_777_300.php","Huge equipment box right in the middle of your foot space. I think all the WT window seats are the same. The only way to stretch your feet out is to squeeze your left foot into the narrow gap between the bulkhead and the leg of the seat in-front. Rather horrific after 13 hours."
"1612887662-22897","https://www.seatguru.com/airlines/Delta_Airlines/information.php","Boeing 767-300ER (76Z) Layout 4","https://www.seatguru.com/airlines/Delta_Airlines/Delta_Airlines_Boeing_767-300ER_76Z.php","The seat map shows this row has no windows which isnt quite true. There is a window offset far forward. It was very easy to see out of on takeoff and landing. This seat map also has the bathroons in the wrong place but then so does Delta's seat map and youd think teyd know. The bathrooms are right across from the two exit rows about row 19/20. So in the exit rows you have people stnading next to you the entire flight wIting for the bathroom."
"1612887401-17223","https://www.seatguru.com/airlines/Lufthansa/information.php","Airbus A330-300 (333) Layout 2","https://www.seatguru.com/airlines/Lufthansa/Lufthansa_Airbus_A330-300_C.php","Row 27 is awesome. It is an economy seat but its in the premium economy cabin. You get Premium economy leg room for economy pricing."
"1612887670-23081","https://www.seatguru.com/airlines/Delta_Airlines/information.php","Airbus A350-900 (359)","https://www.seatguru.com/airlines/Delta_Airlines/Delta_Airlines_Airbus_A350_900.php","Delta's business class mini-suites are a disappointment. Where most airlines would have five or six rows, Delta crams in nine, meaning the suites are VERY stubby.  This puts your face right up against the forward wall and video screen, and it's impossible to back away from it. When you recline your seat, it actually moves FORWARD, making things more claustrophobic.  The only way to be comfortable is in the full flat position.  And the suite ""door"" is a joke.  It's a toy version of what more prestigious airlines use.  It's just silly: a waste of weight."
