Column1;Column2;Column3;Column4;Column5
1612804322-487;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 787-8 (788);https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_787-8.php;Club World on the 787-8 is excellent. Really premium and the dividing screen is up most of the flight so it is similar to a First class cabin. Window seats are fantastic with the 787 dimming window. 3K gets a lot of noise from the toilets, although you don't notice it with your headphones on.
1612804349-1299;https://www.seatguru.com/airlines/British_Airways/information.php;Airbus A380-800 (388);https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A380_new.php;Air conditioning for theseat is 'extra cold' even though wrapped in the standard BA blanket froze all the way to LHR from Vancouver.
1612804346-1196;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 747-400 (744) Layout 1;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_747-400_C.php;I travelled LHR to Cape Town in seat 15A. This World Traveller Plus seat is at the back on the left of the cabin with the toilets behind it, but it has its benefits. Due to the fact that on this 747 layout the WTP cabin is at the front of the plane just behind First, you are usually the first off the plane. Also, if you are thin enough you can get out of this window seat by going down the side and around the back of it without disturbing your neighbour. On the LHR Cape Town route it is the un-refurbished version of the 747 so it is a little dated and the TV screen is very small. I made a short video of the seat here for more details - https://www.youtube.com/watch?v=kg3wwVrSOTo
1612804336-764;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 777-200 (772) Three Class Layout 1;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_777-200B_2.php;"The worst long haul business class seat I have ever flown in.  Cramped with limited storage space.
Seat selection was almost zero on check in (on-line and 24 hrs before departure)  It appears that if you want to select your seat on BA you have to pay their extra charge,or not get a choice.
Service was acceptabel but food poor and the 'on demand' service had run out of food at lest 3 hours before arrival.
My impressson was that BA were short of money and cutting corners everywhere.  Aircraft felt old and worn out."
1612804346-1238;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 747-400 (744) Layout 1;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_747-400_C.php;Flew on this configuration twice in the last month assigned to 20 E or F.  Seats were very hot due to airflow restricted by bulkhead.
1612804336-770;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 777-200 (772) Three Class Layout 1;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_777-200B_2.php;"Terrible flight - i asked the attendant to increase the cabin temperature which he tried to do. Made no difference - we were all sitting with blankets coats and scarfs for the entire flight except for the final approach to LAX when temperature finally reached acceptable levels.

Seats (in cattle class) were poor - aisle arm rests did not fold up, so many elderly passengers struggling to get out once seat in front was reclined. 43F has limited foot space due to entertainment box. Not up to usual BA standard."
1612804346-1207;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 747-400 (744) Layout 1;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_747-400_C.php;"I love to flying to LHR from BOM india!
It wasn't bad seat but just nice relax"
1612804296-115;https://www.seatguru.com/airlines/British_Airways/information.php;Airbus A320 (320) European;https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A320-200_D.php;not a good seat, in the back is the curtain to economy class
1612804349-1579;https://www.seatguru.com/airlines/British_Airways/information.php;Airbus A380-800 (388);https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A380_new.php;We flew out to hong kong last week. Seat was above average for PE but BA still have not learned that the reclining seat in front is a complete no no to some of us. Once reclined in your own space it is almost impossible to get out of your seat without grabbing the head rest of the seat in front thus causing both parties some annoyance. Air NZ have designed this flaw out with their space seats but it seems BA have gone down the recliner route thus annoying both passengers
1612804349-1556;https://www.seatguru.com/airlines/British_Airways/information.php;Airbus A380-800 (388);https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A380_new.php;This seat is very bad for any flight. Due the quiet nature of the aircraft and the proximity of both the first and club kitchens you will be constantly disturbed with noise from the kitchens.  On overnight flgihts the seats at the back row will not get a good nights sleep.  Same review for 4F my wife and 4E for my son.
1612804346-1132;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 747-400 (744) Layout 1;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_747-400_C.php;"The window seats on the upper deck are much better than the aisle seats, even though they face rear.  You have several storage bins along the window, and the aisle seats do not have this. Also, since the aisle seat has a partition, you are basically in your own private little cabin.  Very private and cozy.  
The seat overall is not great, as it is old and the footrest is a bit flimsy, and it is narrower than a similar seat on the AA 787's.  The 747-400's that BA uses are about 20 years old, and the entertainment screens are old too."
1612804346-1154;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 747-400 (744) Layout 1;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_747-400_C.php;This was a good seat.. there is no noise from the toilets and the waiting / standing area for those waiting for them is sufficiently far away there is no inconvenience. It's a standard seat with OK leg room but these planes are now dated. Another advantage I found was the flight had plenty of spaces and the back two centre rows were empty.. I commandeered one and lay flat and slept over the five seats for most of the flight.
1612804346-1176;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 747-400 (744) Layout 1;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_747-400_C.php;Seat is narrow, very worn, and not comfortable. Being BA, it is also very dirty.
1612804319-313;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 787-9 (789);https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_787-9.php;This was a flight from Austin to Heathrow. This seat does not have any box on the floor so you have more space.
1612804322-443;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 787-8 (788);https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_787-8.php;Narrow aisles typical for Dreamliner, but seat pitch is narrowest I've come across on the type and was insufficient for the 5.5 hour flights I had. Can't imagine flying long haul on this aircraft. Also, too few lavatories on board with no place to queue for them.
