date|comment|rating|airline
|Large passenger. Delta was great the middle seat was open for covid so I was so comfortable. Being large I am always afraid to fly in case I have to buy 2 seats so I felt at ease that I would be ok. They gave me a seatbelt extension and on one of my flights I did not even need one and I fit in…|50|Delta
2 Helpful votes|Coronavirus confusion with coach service at first class prices. Delta is my favorite US airline. We were excited to try their Delta One class because of their reputed excellent service and lie flat seats. Apparently, Delta is trying to save money by downgrading to convenience store quality food and drink during the coronavirus. In…|20|Delta
2 Helpful votes|Delta discards platinum status. Delta discards platinum status of 1.5 million mile flyers for first class upgrades in preference to a single flight attendant for a first class ‘jump seat’ Why ?|30|Delta
|Pay to pick your seat. Remember to pay for the upgrade to let you pick your seats. There was a bigger bump in price than we had hoped for to be able to pick our seats. Other than that it was a smooth and nice flight. Seemed clean. Would fly again.|40|Delta
|Poor COVID-19 Enforcement. When we touched down, Delta flight attendants did not enforce keeping people in their seats and letting people off one row at a time, instead allowing people to crowd the aisles waiting for the airplane door to open. Delta also did not enforce the mask rule, so another passenger…|30|Delta
|Rebooking our flight for 2021. I always have a pleasant experience with Delta but this time it was 8 out of 10. I had a trip booked to Lima for September 2020 and unfortunately it got cancelled due to Covid. I did not get the refund but got e-credit and I’m ok with that. I paid 1500$ last time for business.…|40|Delta
2 Helpful votes|Ticket counter hours. Had a 0600hrs flight out of ORD and couldn’t find any info as to what time the Delta ticket counter opened. Turns out it opens at 0430hrs.|50|Delta
|One of the best (if not THE BEST) Airlines out there. Absolutely LOVED this airline. Prices are reasonable, service is exceptional, and for the last ten years, I've flown on Delta, I've NEVER had a problem with the boarding process (of course except for my first time but I was new to flying so...). They have also done a splendid…|50|Delta
|Companion tickets/customer service are worthless. Delta supposedly offers you a companion ticket which can't be redeemed for any reasonably timed flight. We are trying to book a trip with an infant and the website would not allow us to book/redeem companion certificate. We had tried to called customer service 5-10 times and…|10|Delta
2 Helpful votes|Rude rude rude. Will never fly this airline again. My problem started before I ever got on the plane. Here’s the email I sent customer service. I have a long flight today, I haven’t even boarded the plane and already I’m regretting flying delta. I can promise this will be the last time. The…|10|Delta
2 Helpful votes|No service. Delta is a more expensive ticket. There is no service on this plane now. You are given a zip loc bag of tiny snacks and a tiny bottle of water. No alcohol like the other airlines offer. Not happy.|10|Delta
1 Helpful vote|Please buy out American Airlines!!. Delta!! Please put American Airlines out of their misery and end it already! Delta has some outstanding customer service and updated planes with TVs? What? You have TVs? No wayyyy!!! Ha! So yes the best airline each and every time I fly. These others like Frontier, Spirit are…|50|Delta
|Very poor service. We are told to check in 3 HOURS before our 6:10am flight. Others around us are having the same issue. We can’t check into our flight because the stupid kiosk would not scan my wife’s or my passports. When it finally took it, we need an agent HAS TO CHECK US IN and none will be…|10|Delta
|Expect downgrades on your schedule without notice and Delta will want to charge you to change it back. I understand how covid impacted the industry. I’m not OK how Delta changed my schedule without notice. I have not seen my family in 1 1/2 years. Now you are making me travel across US because rescheduling my trip (8+ hours travel time); funny customer service wants me to pay…|10|Delta
|Delta really is the best airline to fly.. I’ve flown every major airline across the world. Delta does is better overall. No frills but solid dependable staff and flights are on time most of the time. Maybe it has to do with Atlanta as its home bass and that southern hospitality but works Great.|50|Delta
|An airline which cares about people. Clearly Delta sees the value in putting people before profits during these crazy times of a health pandemic. By limiting capacity, blocking seats, minimizing touch points, thoroughly cleaning between flights, and requiring everyone to wear face masks, I never felt unsafe or…|50|Delta
|Wonderful Customer Support Experience. Overall I think Delta is one of the best airlines in the business. The planes tend to be clean and well maintained, staff is usually professional and friendly, and flights tend to be as reliable as they can be. I am writing a review because I recently had a wonderful customer…|50|Delta
